Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size,Farm_Size_Category,Farming_Experience,Farming_Equipment_type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare,Profit,Monthly_Income,Monthly_Expense,Value_of_Farm_Assets,Total_Operating_Expenditure,Farm_Income
ENT_011377,FARMER_05688,Crop,Cowpea,None,7.31,Medium,26,Integrated,No,Yes,No,No,0.92,479000,103000,63000,1048000,759000,1238000
ENT_011378,FARMER_05688,Fish Farming,Various Fish,N/A,296.0,Small,17,Modern,N/A,N/A,N/A,N/A,0.0,154000,37000,24000,87599000,287000,441000
ENT_011379,FARMER_05689,Fish Farming,Various Fish,N/A,62.0,Subsistence,10,Traditional,N/A,N/A,N/A,N/A,0.0,83000,18000,11000,7115000,136000,219000
ENT_011380,FARMER_05689,Livestock,Goats,N/A,194.0,Medium,16,Modern,N/A,N/A,N/A,N/A,0.0,740000,125000,64000,44539000,763000,1503000
ENT_011381,FARMER_05690,Livestock,Sheep,N/A,238.0,Large,50,Traditional,N/A,N/A,N/A,N/A,0.0,757000,154000,90000,32097000,1086000,1843000
ENT_011382,FARMER_05690,Fish Farming,Various Fish,N/A,293.0,Small,27,Traditional,N/A,N/A,N/A,N/A,0.0,414000,62000,27000,43053000,329000,743000
ENT_011383,FARMER_05690,Livestock,Poultry,N/A,238.0,Large,5,Modern,N/A,N/A,N/A,N/A,0.0,1260000,338000,233000,33158000,2791000,4051000
ENT_011384,FARMER_05691,Livestock,Sheep,N/A,265.0,Large,25,Modern,N/A,N/A,N/A,N/A,0.0,1001000,238000,155000,43717000,1855000,2856000
ENT_011385,FARMER_05691,Fish Farming,Various Fish,N/A,425.0,Small,10,Integrated,N/A,N/A,N/A,N/A,0.0,613000,153000,102000,34479000,1228000,1841000
ENT_011386,FARMER_05691,Fish Farming,Various Fish,N/A,373.0,Small,37,Integrated,N/A,N/A,N/A,N/A,0.0,490000,117000,76000,40852000,914000,1404000
ENT_011387,FARMER_05692,Crop,Vegetables,Soybean,3.03,Small,17,Modern,Yes,No,No,Yes,1.61,557000,128000,82000,371000,980000,1537000
ENT_011388,FARMER_05692,Fish Farming,Various Fish,N/A,233.0,Small,20,Modern,N/A,N/A,N/A,N/A,0.0,455000,82000,45000,23090000,535000,990000
ENT_011389,FARMER_05692,Fish Farming,Various Fish,N/A,894.0,Medium,5,Traditional,N/A,N/A,N/A,N/A,0.0,1054000,264000,176000,63128000,2112000,3166000
ENT_011390,FARMER_05693,Fish Farming,Various Fish,N/A,294.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,212000,74000,56000,31065000,670000,882000
ENT_011391,FARMER_05693,Livestock,Sheep,N/A,85.0,Medium,1,Modern,N/A,N/A,N/A,N/A,0.0,243000,44000,24000,19174000,290000,533000
ENT_011392,FARMER_05694,Livestock,Pigs,N/A,245.0,Large,9,Modern,N/A,N/A,N/A,N/A,0.0,1223000,365000,263000,47262000,3155000,4378000
ENT_011393,FARMER_05694,Livestock,Sheep,N/A,290.0,Large,16,Modern,N/A,N/A,N/A,N/A,0.0,2470000,475000,269000,39195000,3226000,5696000
ENT_011394,FARMER_05695,Crop,Cocoa,None,5.59,Medium,5,Traditional,No,Yes,No,Yes,4.41,2490000,472000,265000,776000,3177000,5667000
ENT_011395,FARMER_05695,Crop,Cocoa,None,3.63,Small,16,Integrated,No,Yes,No,No,1.34,520000,85000,42000,735000,501000,1021000
ENT_011396,FARMER_05695,Livestock,Poultry,N/A,293.0,Large,16,Integrated,N/A,N/A,N/A,N/A,0.0,2480000,429000,222000,34003000,2664000,5144000
ENT_011397,FARMER_05696,Fish Farming,Various Fish,N/A,127.0,Small,37,Integrated,N/A,N/A,N/A,N/A,0.0,56000,11000,7000,23021000,80000,136000
ENT_011398,FARMER_05696,Crop,Groundnut,Oil Palm,7.51,Medium,42,Integrated,No,Yes,Yes,Yes,6.25,4402000,932000,566000,1072000,6787000,11189000
ENT_011399,FARMER_05696,Crop,Vegetables,None,6.83,Medium,36,Modern,No,Yes,No,Yes,0.87,706000,196000,137000,949000,1648000,2354000
ENT_011400,FARMER_05697,Fish Farming,Various Fish,N/A,931.0,Medium,3,Traditional,N/A,N/A,N/A,N/A,0.0,400000,123000,90000,106371000,1075000,1475000
ENT_011401,FARMER_05697,Livestock,Cattle,N/A,69.0,Medium,2,Modern,N/A,N/A,N/A,N/A,0.0,689000,111000,54000,18171000,647000,1336000
ENT_011402,FARMER_05698,Fish Farming,Various Fish,N/A,900.0,Medium,15,Integrated,N/A,N/A,N/A,N/A,0.0,1070000,161000,72000,200813000,860000,1930000
ENT_011403,FARMER_05699,Crop,Cowpea,Groundnut,8.68,Medium,31,Traditional,No,Yes,Yes,No,5.23,4058000,1463000,1125000,455000,13501000,17559000
ENT_011404,FARMER_05699,Livestock,Poultry,N/A,93.0,Medium,37,Integrated,N/A,N/A,N/A,N/A,0.0,346000,65000,36000,17606000,432000,778000
ENT_011405,FARMER_05699,Livestock,Poultry,N/A,276.0,Large,35,Traditional,N/A,N/A,N/A,N/A,0.0,1177000,177000,79000,35364000,945000,2122000
ENT_011406,FARMER_05700,Livestock,Cattle,N/A,75.0,Medium,6,Traditional,N/A,N/A,N/A,N/A,0.0,270000,41000,19000,5103000,227000,497000
ENT_011407,FARMER_05700,Livestock,Poultry,N/A,22.0,Small,14,Traditional,N/A,N/A,N/A,N/A,0.0,60000,14000,8000,2800000,102000,162000
ENT_011408,FARMER_05701,Crop,Cocoa,Oil Palm,6.01,Medium,32,Integrated,No,Yes,No,No,4.24,2319000,451000,258000,1327000,3098000,5417000
ENT_011409,FARMER_05701,Livestock,Poultry,N/A,286.0,Large,35,Integrated,N/A,N/A,N/A,N/A,0.0,2226000,352000,166000,31749000,1996000,4222000
ENT_011410,FARMER_05701,Fish Farming,Various Fish,N/A,302.0,Small,28,Modern,N/A,N/A,N/A,N/A,0.0,198000,36000,20000,37716000,234000,432000
ENT_011411,FARMER_05702,Crop,Plantain,Rice,5.52,Medium,11,Traditional,No,Yes,Yes,No,1.92,1243000,329000,226000,1076000,2706000,3949000
ENT_011412,FARMER_05702,Crop,Oil Palm,None,8.07,Medium,8,Traditional,No,Yes,No,No,0.99,1685000,264000,123000,437000,1480000,3165000
ENT_011413,FARMER_05702,Crop,Sorghum,None,8.11,Medium,13,Integrated,No,Yes,No,No,4.02,1400000,478000,361000,1375000,4332000,5732000
ENT_011414,FARMER_05703,Livestock,Pigs,N/A,169.0,Medium,16,Modern,N/A,N/A,N/A,N/A,0.0,1098000,251000,160000,14295000,1917000,3015000
ENT_011415,FARMER_05703,Crop,Soybean,None,12.41,Large,17,Traditional,No,Yes,Yes,No,5.21,2640000,877000,657000,1988000,7888000,10528000
ENT_011416,FARMER_05703,Crop,Tomato,None,2.13,Small,23,Integrated,No,Yes,No,No,3.18,1060000,183000,95000,292000,1137000,2197000
ENT_011417,FARMER_05704,Livestock,Sheep,N/A,127.0,Medium,3,Traditional,N/A,N/A,N/A,N/A,0.0,996000,176000,93000,17138000,1112000,2108000
ENT_011418,FARMER_05704,Livestock,Goats,N/A,25.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,64000,22000,17000,1369000,205000,269000
ENT_011419,FARMER_05704,Crop,Rice,Vegetables,9.8,Medium,3,Integrated,No,Yes,No,No,1.03,728000,187000,126000,2314000,1516000,2244000
ENT_011420,FARMER_05705,Fish Farming,Various Fish,N/A,162.0,Small,16,Traditional,N/A,N/A,N/A,N/A,0.0,215000,51000,33000,24247000,397000,612000
ENT_011421,FARMER_05706,Livestock,Sheep,N/A,163.0,Medium,7,Integrated,N/A,N/A,N/A,N/A,0.0,1045000,266000,179000,20843000,2150000,3195000
ENT_011422,FARMER_05706,Livestock,Cattle,N/A,34.0,Small,3,Modern,N/A,N/A,N/A,N/A,0.0,104000,22000,13000,5036000,155000,259000
ENT_011423,FARMER_05707,Crop,Vegetables,None,8.54,Medium,7,Integrated,No,Yes,No,Yes,3.5,2664000,669000,447000,666000,5363000,8027000
ENT_011424,FARMER_05707,Fish Farming,Various Fish,N/A,268.0,Small,13,Traditional,N/A,N/A,N/A,N/A,0.0,322000,51000,24000,34736000,286000,608000
ENT_011425,FARMER_05708,Fish Farming,Various Fish,N/A,74.0,Subsistence,7,Integrated,N/A,N/A,N/A,N/A,0.0,58000,12000,7000,8795000,80000,138000
ENT_011426,FARMER_05709,Crop,Sorghum,None,5.15,Medium,27,Integrated,Yes,Partially,No,No,0.53,325000,51000,24000,568000,283000,608000
ENT_011427,FARMER_05710,Crop,Oil Palm,Sorghum,10.15,Large,30,Integrated,No,Yes,No,No,4.6,4085000,661000,321000,743000,3852000,7937000
ENT_011428,FARMER_05710,Crop,Cassava,Vegetables,2.47,Small,7,Integrated,No,Yes,No,Yes,4.54,1168000,173000,76000,564000,911000,2079000
ENT_011429,FARMER_05710,Livestock,Goats,N/A,258.0,Large,12,Integrated,N/A,N/A,N/A,N/A,0.0,1177000,168000,70000,36069000,841000,2018000
ENT_011430,FARMER_05711,Fish Farming,Various Fish,N/A,979.0,Medium,33,Traditional,N/A,N/A,N/A,N/A,0.0,1376000,375000,261000,84990000,3129000,4505000
ENT_011431,FARMER_05712,Crop,Vegetables,Millet,1.04,Small,9,Traditional,No,Yes,No,No,1.47,78000,32000,25000,136000,303000,381000
ENT_011432,FARMER_05713,Livestock,Goats,N/A,89.0,Medium,11,Traditional,N/A,N/A,N/A,N/A,0.0,245000,99000,78000,15997000,940000,1185000
ENT_011433,FARMER_05713,Livestock,Sheep,N/A,283.0,Large,24,Traditional,N/A,N/A,N/A,N/A,0.0,656000,144000,90000,46061000,1078000,1734000
ENT_011434,FARMER_05714,Livestock,Pigs,N/A,227.0,Large,6,Modern,N/A,N/A,N/A,N/A,0.0,924000,331000,254000,32347000,3052000,3976000
ENT_011435,FARMER_05714,Fish Farming,Various Fish,N/A,227.0,Small,23,Traditional,N/A,N/A,N/A,N/A,0.0,275000,45000,22000,44421000,267000,542000
ENT_011436,FARMER_05714,Fish Farming,Various Fish,N/A,474.0,Small,48,Modern,N/A,N/A,N/A,N/A,0.0,249000,67000,46000,70479000,555000,804000
ENT_011437,FARMER_05715,Crop,Sesame,None,12.94,Large,4,Modern,No,Yes,No,Yes,0.7,512000,179000,136000,1659000,1631000,2143000
ENT_011438,FARMER_05715,Fish Farming,Various Fish,N/A,755.0,Medium,2,Traditional,N/A,N/A,N/A,N/A,0.0,1227000,226000,124000,130633000,1489000,2716000
ENT_011439,FARMER_05716,Livestock,Poultry,N/A,13.0,Small,6,Traditional,N/A,N/A,N/A,N/A,0.0,113000,19000,10000,1733000,114000,227000
ENT_011440,FARMER_05716,Fish Farming,Various Fish,N/A,372.0,Small,22,Modern,N/A,N/A,N/A,N/A,0.0,711000,143000,84000,68246000,1005000,1716000
ENT_011441,FARMER_05716,Fish Farming,Various Fish,N/A,990.0,Medium,20,Integrated,N/A,N/A,N/A,N/A,0.0,784000,141000,76000,111911000,912000,1696000
ENT_011442,FARMER_05717,Fish Farming,Various Fish,N/A,297.0,Small,5,Integrated,N/A,N/A,N/A,N/A,0.0,290000,54000,30000,68304000,360000,650000
ENT_011443,FARMER_05718,Fish Farming,Various Fish,N/A,384.0,Small,25,Modern,N/A,N/A,N/A,N/A,0.0,597000,159000,109000,89849000,1307000,1904000
ENT_011444,FARMER_05719,Crop,Rice,None,0.78,Subsistence,11,Modern,No,Yes,Yes,No,4.77,545000,96000,51000,207000,608000,1153000
ENT_011445,FARMER_05719,Livestock,Cattle,N/A,273.0,Large,27,Modern,N/A,N/A,N/A,N/A,0.0,646000,162000,108000,47765000,1293000,1939000
ENT_011446,FARMER_05719,Fish Farming,Various Fish,N/A,225.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,137000,54000,42000,39919000,508000,645000
ENT_011447,FARMER_05720,Fish Farming,Various Fish,N/A,287.0,Small,14,Traditional,N/A,N/A,N/A,N/A,0.0,447000,64000,26000,14698000,316000,763000
ENT_011448,FARMER_05720,Livestock,Goats,N/A,63.0,Medium,40,Integrated,N/A,N/A,N/A,N/A,0.0,245000,62000,41000,6164000,497000,742000
ENT_011449,FARMER_05720,Crop,Cowpea,Soybean,8.04,Medium,44,Integrated,No,Yes,No,Yes,3.16,3703000,796000,487000,1683000,5845000,9548000
ENT_011450,FARMER_05721,Livestock,Cattle,N/A,62.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,429000,88000,52000,14696000,625000,1054000
ENT_011451,FARMER_05721,Livestock,Pigs,N/A,153.0,Medium,3,Modern,N/A,N/A,N/A,N/A,0.0,800000,150000,83000,24726000,997000,1797000
ENT_011452,FARMER_05722,Fish Farming,Various Fish,N/A,937.0,Medium,1,Integrated,N/A,N/A,N/A,N/A,0.0,1096000,300000,208000,172870000,2499000,3595000
ENT_011453,FARMER_05722,Fish Farming,Various Fish,N/A,528.0,Medium,13,Modern,N/A,N/A,N/A,N/A,0.0,316000,46000,20000,99315000,236000,552000
ENT_011454,FARMER_05722,Crop,Plantain,None,7.77,Medium,10,Modern,No,Yes,Yes,No,1.73,1342000,256000,144000,1752000,1734000,3076000
ENT_011455,FARMER_05723,Livestock,Pigs,N/A,181.0,Medium,13,Integrated,N/A,N/A,N/A,N/A,0.0,267000,81000,59000,39893000,707000,974000
ENT_011456,FARMER_05723,Crop,Oil Palm,Sesame,14.82,Large,28,Modern,Yes,No,Yes,No,0.61,470000,139000,100000,2964000,1195000,1665000
ENT_011457,FARMER_05724,Livestock,Sheep,N/A,273.0,Large,9,Modern,N/A,N/A,N/A,N/A,0.0,1023000,365000,280000,40816000,3361000,4384000
ENT_011458,FARMER_05725,Crop,Millet,None,4.69,Small,9,Traditional,No,Yes,No,Yes,0.89,738000,137000,76000,407000,911000,1649000
ENT_011459,FARMER_05726,Livestock,Sheep,N/A,219.0,Large,8,Traditional,N/A,N/A,N/A,N/A,0.0,1505000,296000,171000,16244000,2050000,3555000
ENT_011460,FARMER_05726,Fish Farming,Various Fish,N/A,404.0,Small,5,Modern,N/A,N/A,N/A,N/A,0.0,684000,102000,46000,82815000,546000,1230000
ENT_011461,FARMER_05727,Livestock,Goats,N/A,191.0,Medium,20,Integrated,N/A,N/A,N/A,N/A,0.0,730000,133000,72000,22038000,865000,1595000
ENT_011462,FARMER_05728,Fish Farming,Various Fish,N/A,303.0,Small,1,Traditional,N/A,N/A,N/A,N/A,0.0,391000,58000,25000,55411000,304000,695000
ENT_011463,FARMER_05728,Livestock,Sheep,N/A,154.0,Medium,8,Modern,N/A,N/A,N/A,N/A,0.0,569000,85000,37000,24431000,446000,1015000
ENT_011464,FARMER_05729,Crop,Rice,None,1.47,Small,2,Integrated,No,Yes,Yes,No,4.67,869000,207000,135000,238000,1615000,2484000
ENT_011465,FARMER_05729,Livestock,Cattle,N/A,160.0,Medium,9,Traditional,N/A,N/A,N/A,N/A,0.0,612000,211000,160000,8244000,1916000,2528000
ENT_011466,FARMER_05729,Crop,Cassava,None,10.53,Large,3,Modern,No,Yes,No,No,3.53,1790000,508000,359000,1211000,4309000,6099000
ENT_011467,FARMER_05730,Livestock,Goats,N/A,54.0,Medium,17,Traditional,N/A,N/A,N/A,N/A,0.0,256000,60000,38000,7392000,458000,714000
ENT_011468,FARMER_05731,Livestock,Poultry,N/A,75.0,Medium,13,Integrated,N/A,N/A,N/A,N/A,0.0,196000,51000,35000,6361000,417000,613000
ENT_011469,FARMER_05731,Fish Farming,Various Fish,N/A,610.0,Medium,9,Modern,N/A,N/A,N/A,N/A,0.0,730000,220000,159000,76429000,1907000,2637000
ENT_011470,FARMER_05731,Livestock,Poultry,N/A,299.0,Large,17,Modern,N/A,N/A,N/A,N/A,0.0,873000,233000,160000,73256000,1919000,2792000
ENT_011471,FARMER_05732,Livestock,Goats,N/A,178.0,Medium,19,Integrated,N/A,N/A,N/A,N/A,0.0,1349000,194000,81000,11839000,975000,2324000
ENT_011472,FARMER_05732,Fish Farming,Various Fish,N/A,481.0,Small,28,Modern,N/A,N/A,N/A,N/A,0.0,284000,97000,73000,133648000,876000,1160000
ENT_011473,FARMER_05733,Fish Farming,Various Fish,N/A,774.0,Medium,13,Integrated,N/A,N/A,N/A,N/A,0.0,1042000,161000,74000,145814000,886000,1928000
ENT_011474,FARMER_05733,Fish Farming,Various Fish,N/A,711.0,Medium,25,Integrated,N/A,N/A,N/A,N/A,0.0,1699000,275000,134000,169050000,1603000,3302000
ENT_011475,FARMER_05733,Livestock,Poultry,N/A,255.0,Large,20,Integrated,N/A,N/A,N/A,N/A,0.0,1183000,273000,174000,42431000,2091000,3274000
ENT_011476,FARMER_05734,Fish Farming,Various Fish,N/A,878.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,1459000,230000,109000,60885000,1307000,2766000
ENT_011477,FARMER_05734,Crop,Cocoa,Maize,14.27,Large,25,Modern,No,Yes,No,Yes,5.86,15407000,2694000,1410000,1209000,16920000,32327000
ENT_011478,FARMER_05735,Livestock,Sheep,N/A,291.0,Large,25,Integrated,N/A,N/A,N/A,N/A,0.0,550000,128000,82000,34421000,989000,1539000
ENT_011479,FARMER_05735,Livestock,Cattle,N/A,34.0,Small,28,Integrated,N/A,N/A,N/A,N/A,0.0,164000,50000,36000,2907000,436000,600000
ENT_011480,FARMER_05736,Livestock,Poultry,N/A,216.0,Large,2,Modern,N/A,N/A,N/A,N/A,0.0,1518000,335000,209000,60821000,2504000,4022000
ENT_011481,FARMER_05736,Crop,Sorghum,None,6.29,Medium,12,Traditional,Yes,No,No,No,4.15,5089000,867000,443000,588000,5318000,10407000
ENT_011482,FARMER_05736,Livestock,Pigs,N/A,89.0,Medium,4,Modern,N/A,N/A,N/A,N/A,0.0,194000,52000,35000,7147000,424000,618000
ENT_011483,FARMER_05737,Livestock,Goats,N/A,74.0,Medium,48,Traditional,N/A,N/A,N/A,N/A,0.0,455000,78000,40000,14073000,481000,936000
ENT_011484,FARMER_05738,Crop,Tomato,None,6.91,Medium,40,Integrated,No,Yes,No,Yes,6.47,3383000,873000,591000,1409000,7095000,10478000
ENT_011485,FARMER_05738,Crop,Rice,None,9.1,Medium,28,Modern,No,Yes,No,No,3.77,6204000,969000,452000,1087000,5426000,11630000
ENT_011486,FARMER_05739,Livestock,Pigs,N/A,73.0,Medium,39,Traditional,N/A,N/A,N/A,N/A,0.0,335000,56000,28000,8421000,336000,671000
ENT_011487,FARMER_05739,Livestock,Goats,N/A,225.0,Large,34,Traditional,N/A,N/A,N/A,N/A,0.0,458000,106000,67000,22416000,808000,1266000
ENT_011488,FARMER_05739,Livestock,Sheep,N/A,154.0,Medium,35,Integrated,N/A,N/A,N/A,N/A,0.0,622000,148000,96000,11516000,1155000,1777000
ENT_011489,FARMER_05740,Fish Farming,Various Fish,N/A,987.0,Medium,11,Modern,N/A,N/A,N/A,N/A,0.0,1287000,200000,92000,289496000,1110000,2397000
ENT_011490,FARMER_05740,Fish Farming,Various Fish,N/A,691.0,Medium,3,Traditional,N/A,N/A,N/A,N/A,0.0,151000,62000,49000,35026000,587000,738000
ENT_011491,FARMER_05740,Livestock,Goats,N/A,104.0,Medium,3,Modern,N/A,N/A,N/A,N/A,0.0,399000,120000,87000,28944000,1043000,1442000
ENT_011492,FARMER_05741,Livestock,Poultry,N/A,178.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,614000,93000,42000,31486000,500000,1114000
ENT_011493,FARMER_05741,Livestock,Cattle,N/A,81.0,Medium,3,Modern,N/A,N/A,N/A,N/A,0.0,304000,44000,19000,13418000,225000,529000
ENT_011494,FARMER_05742,Fish Farming,Various Fish,N/A,228.0,Small,27,Traditional,N/A,N/A,N/A,N/A,0.0,410000,90000,56000,41085000,672000,1082000
ENT_011495,FARMER_05742,Fish Farming,Various Fish,N/A,303.0,Small,4,Modern,N/A,N/A,N/A,N/A,0.0,203000,34000,18000,72407000,211000,414000
ENT_011496,FARMER_05743,Livestock,Goats,N/A,124.0,Medium,14,Integrated,N/A,N/A,N/A,N/A,0.0,1005000,172000,88000,17751000,1054000,2059000
ENT_011497,FARMER_05744,Livestock,Pigs,N/A,254.0,Large,13,Integrated,N/A,N/A,N/A,N/A,0.0,1002000,172000,89000,37252000,1068000,2070000
ENT_011498,FARMER_05744,Fish Farming,Various Fish,N/A,470.0,Small,31,Traditional,N/A,N/A,N/A,N/A,0.0,380000,154000,122000,86531000,1462000,1842000
ENT_011499,FARMER_05745,Crop,Cowpea,None,12.77,Large,25,Integrated,No,Yes,Yes,Yes,7.84,14684000,3290000,2066000,1602000,24793000,39477000
ENT_011500,FARMER_05746,Crop,Cocoa,None,1.66,Small,34,Integrated,Yes,No,Yes,No,5.52,1328000,213000,102000,379000,1223000,2551000
ENT_011501,FARMER_05746,Crop,Sesame,None,8.45,Medium,28,Integrated,No,Yes,No,No,2.83,1921000,352000,192000,903000,2302000,4223000
ENT_011502,FARMER_05746,Crop,Cocoa,None,5.39,Medium,29,Integrated,No,Yes,Yes,Yes,1.35,946000,232000,154000,1101000,1843000,2789000
ENT_011503,FARMER_05747,Crop,Oil Palm,None,1.61,Small,2,Modern,No,Yes,No,Yes,5.98,428000,158000,122000,132000,1467000,1895000
ENT_011504,FARMER_05747,Livestock,Pigs,N/A,289.0,Large,1,Traditional,N/A,N/A,N/A,N/A,0.0,1378000,461000,346000,18157000,4153000,5531000
ENT_011505,FARMER_05748,Livestock,Sheep,N/A,206.0,Large,13,Modern,N/A,N/A,N/A,N/A,0.0,488000,119000,78000,54206000,939000,1427000
ENT_011506,FARMER_05748,Fish Farming,Various Fish,N/A,691.0,Medium,12,Modern,N/A,N/A,N/A,N/A,0.0,539000,142000,97000,132474000,1164000,1703000
ENT_011507,FARMER_05749,Fish Farming,Various Fish,N/A,468.0,Small,5,Integrated,N/A,N/A,N/A,N/A,0.0,777000,148000,83000,83386000,1001000,1778000
ENT_011508,FARMER_05749,Fish Farming,Various Fish,N/A,516.0,Medium,9,Integrated,N/A,N/A,N/A,N/A,0.0,459000,114000,76000,75970000,908000,1367000
ENT_011509,FARMER_05749,Crop,Oil Palm,None,11.51,Large,2,Traditional,No,Yes,No,No,3.85,2104000,642000,466000,644000,5595000,7699000
ENT_011510,FARMER_05750,Livestock,Sheep,N/A,97.0,Medium,21,Modern,N/A,N/A,N/A,N/A,0.0,407000,111000,77000,12921000,925000,1332000
ENT_011511,FARMER_05750,Crop,Soybean,Plantain,11.14,Large,31,Integrated,No,Yes,Yes,No,5.27,4171000,1539000,1192000,1123000,14301000,18472000
ENT_011512,FARMER_05750,Livestock,Sheep,N/A,99.0,Medium,35,Integrated,N/A,N/A,N/A,N/A,0.0,475000,108000,68000,12143000,820000,1295000
ENT_011513,FARMER_05751,Fish Farming,Various Fish,N/A,140.0,Small,3,Modern,N/A,N/A,N/A,N/A,0.0,156000,56000,43000,21432000,511000,667000
ENT_011514,FARMER_05751,Crop,Sorghum,None,14.53,Large,38,Traditional,No,Yes,No,No,3.76,8915000,1309000,566000,1253000,6796000,15711000
ENT_011515,FARMER_05752,Fish Farming,Various Fish,N/A,951.0,Medium,3,Integrated,N/A,N/A,N/A,N/A,0.0,1711000,274000,132000,78128000,1579000,3290000
ENT_011516,FARMER_05752,Fish Farming,Various Fish,N/A,167.0,Small,25,Modern,N/A,N/A,N/A,N/A,0.0,195000,32000,16000,49147000,186000,381000
ENT_011517,FARMER_05752,Livestock,Pigs,N/A,223.0,Large,27,Integrated,N/A,N/A,N/A,N/A,0.0,1464000,320000,198000,21712000,2370000,3834000
ENT_011518,FARMER_05753,Crop,Cocoa,Cowpea,14.4,Large,25,Traditional,No,Yes,No,No,4.82,3709000,1497000,1188000,1497000,14255000,17964000
ENT_011519,FARMER_05753,Livestock,Cattle,N/A,146.0,Medium,36,Traditional,N/A,N/A,N/A,N/A,0.0,635000,170000,117000,21586000,1402000,2037000
ENT_011520,FARMER_05754,Crop,Millet,None,6.34,Medium,23,Modern,No,Yes,Yes,No,4.97,2680000,446000,222000,758000,2668000,5348000
ENT_011521,FARMER_05754,Crop,Cocoa,None,1.34,Small,24,Traditional,Yes,No,Yes,No,5.25,662000,129000,74000,160000,889000,1551000
ENT_011522,FARMER_05755,Crop,Plantain,Yam,2.44,Small,10,Integrated,No,Yes,Yes,Yes,6.99,1342000,511000,399000,280000,4786000,6128000
ENT_011523,FARMER_05756,Fish Farming,Various Fish,N/A,988.0,Medium,25,Traditional,N/A,N/A,N/A,N/A,0.0,1346000,219000,107000,174679000,1281000,2627000
ENT_011524,FARMER_05756,Fish Farming,Various Fish,N/A,650.0,Medium,20,Integrated,N/A,N/A,N/A,N/A,0.0,1109000,268000,175000,153853000,2101000,3210000
ENT_011525,FARMER_05757,Crop,Sorghum,Cocoa,5.66,Medium,5,Traditional,No,Yes,No,No,1.67,824000,186000,117000,631000,1403000,2227000
ENT_011526,FARMER_05758,Fish Farming,Various Fish,N/A,418.0,Small,17,Traditional,N/A,N/A,N/A,N/A,0.0,587000,105000,56000,59051000,671000,1258000
ENT_011527,FARMER_05758,Fish Farming,Various Fish,N/A,205.0,Small,17,Integrated,N/A,N/A,N/A,N/A,0.0,158000,51000,38000,39387000,458000,616000
ENT_011528,FARMER_05759,Fish Farming,Various Fish,N/A,71.0,Subsistence,8,Integrated,N/A,N/A,N/A,N/A,0.0,102000,16000,8000,7944000,95000,197000
ENT_011529,FARMER_05759,Crop,Soybean,Plantain,0.84,Subsistence,23,Traditional,No,Yes,No,Yes,3.43,539000,92000,47000,88000,565000,1104000
ENT_011530,FARMER_05760,Livestock,Pigs,N/A,129.0,Medium,24,Traditional,N/A,N/A,N/A,N/A,0.0,795000,128000,61000,17700000,737000,1532000
ENT_011531,FARMER_05760,Livestock,Pigs,N/A,239.0,Large,33,Integrated,N/A,N/A,N/A,N/A,0.0,900000,248000,173000,25628000,2075000,2975000
ENT_011532,FARMER_05761,Livestock,Pigs,N/A,181.0,Medium,5,Traditional,N/A,N/A,N/A,N/A,0.0,1370000,299000,185000,25507000,2217000,3587000
ENT_011533,FARMER_05761,Livestock,Goats,N/A,211.0,Large,7,Traditional,N/A,N/A,N/A,N/A,0.0,2104000,299000,124000,37067000,1484000,3588000
ENT_011534,FARMER_05762,Fish Farming,Various Fish,N/A,486.0,Small,25,Integrated,N/A,N/A,N/A,N/A,0.0,242000,77000,57000,32300000,683000,925000
ENT_011535,FARMER_05762,Fish Farming,Various Fish,N/A,249.0,Small,12,Modern,N/A,N/A,N/A,N/A,0.0,90000,25000,18000,43487000,211000,301000
ENT_011536,FARMER_05763,Livestock,Cattle,N/A,153.0,Medium,27,Integrated,N/A,N/A,N/A,N/A,0.0,569000,176000,128000,21025000,1538000,2107000
ENT_011537,FARMER_05763,Fish Farming,Various Fish,N/A,485.0,Small,1,Traditional,N/A,N/A,N/A,N/A,0.0,287000,44000,20000,61157000,236000,523000
ENT_011538,FARMER_05764,Crop,Maize,None,3.62,Small,2,Modern,No,Yes,Yes,Yes,4.67,2044000,284000,114000,842000,1362000,3406000
ENT_011539,FARMER_05764,Fish Farming,Various Fish,N/A,454.0,Small,21,Integrated,N/A,N/A,N/A,N/A,0.0,247000,42000,22000,32206000,261000,508000
ENT_011540,FARMER_05764,Fish Farming,Various Fish,N/A,710.0,Medium,19,Integrated,N/A,N/A,N/A,N/A,0.0,615000,98000,47000,122850000,560000,1175000
ENT_011541,FARMER_05765,Fish Farming,Various Fish,N/A,659.0,Medium,11,Traditional,N/A,N/A,N/A,N/A,0.0,321000,86000,59000,67755000,710000,1031000
ENT_011542,FARMER_05765,Crop,Oil Palm,None,13.46,Large,2,Traditional,No,Yes,No,No,3.44,2695000,660000,436000,2614000,5229000,7924000
